_id,company_name,Company Status,year,Current assets,Cost of goods sold,Depreciation and amortization,EBDITDA,Inventory,Net Income,Total Receivable,Market Value,Net Sales,Total Assets,Total Long-term Debt,EBIT,Gross Profit,Total Current Liabilitie,Retained Earnings,Total Revenue,Total Liabilities,Total Operating Expenses
68a9cd4737bac44f68cbde30,C_8136,alive,2016,15.781,19.88,1.86,8.306,8.384,2.697,3.566,3.424,41.268,35.76,11.752,6.446,21.388,7.136,-98.721,41.268,19.828,32.962
68a9cd4637bac44f68cb4798,C_3564,alive,2014,42.301,87.703,3.356,-36.09,22.726,-65.595,10.418,19.3152,91.285,51.592,27.848,-39.446,3.582,36.256,-803.686,91.285,69.741,127.375
68a9cd4637bac44f68cb8bbd,C_5606,alive,2007,35.127,46.965,2.183,7.657,16.395,34.808,11.064,94.1498,82.335,75.591,1.151,5.474,35.37,25.195,-172.853,82.335,32.708,74.678
68a9cd4637bac44f68cb459b,C_3509,alive,2001,15.79,38.658,4.44,2.866,0.0,0.912,12.367,29.0016,47.452,206.587,86.293,-1.574,8.794,22.567,67.102,47.452,116.527,44.586
68a9cd4637bac44f68cb81b2,C_5308,alive,2000,111.413,164.61,11.37,19.214,0.0,-179.553,55.488,146.5678,244.629,163.482,0.0,7.844,80.019,47.757,-164.117,244.629,47.757,225.415
68a9cd4637bac44f68cacac0,C_282,alive,2000,1140.912,3922.53,115.0,294.06,482.382,67.655,583.799,914.4619,4763.128,2844.718,1135.633,179.06,840.598,785.021,181.388,4763.128,2244.365,4469.068
68a9cd4737bac44f68cbddc1,C_8120,alive,2016,748.069,93.449,113.78,748.888,34.051,396.831,234.244,6522.1746,1487.973,4800.227,1993.531,635.108,1394.524,257.406,212.046,1487.973,2922.888,739.085
68a9cd4737bac44f68cbd666,C_7839,alive,2015,469.167,64.335,24.9,-55.504,0.485,-106.454,54.522,2655.0084,265.397,682.814,345.822,-80.404,201.062,231.857,-380.725,265.397,622.431,320.901
68a9cd4637bac44f68cad3ea,C_476,alive,2017,1151.0,1473.6,75.2,403.8,293.5,232.8,497.7,6202.4789,2371.9,1979.7,537.3,328.6,898.3,484.1,884.2,2371.9,1125.2,1968.1
68a9cd4637bac44f68cb438e,C_3458,alive,2002,9.586,12.76,0.51,-11.243,0.0,-12.156,0.0,22.8262,1.517,11.191,0.0,-11.753,-11.243,3.859,-182.818,1.517,5.563,12.76
68a9cd4737bac44f68cbc518,C_7273,alive,2011,128.878,165.759,96.242,180.419,0.0,48.284,37.678,536.3056,518.582,856.746,727.233,84.177,352.823,88.22,-599.466,518.582,836.48,338.163
68a9cd4637bac44f68cac965,C_254,alive,2009,1200.0,1763.0,169.0,217.0,358.0,-77.0,452.0,1509.291,2243.0,2676.0,623.0,48.0,480.0,477.0,1078.0,2243.0,1439.0,2026.0
68a9cd4737bac44f68cbcd77,C_7540,alive,2005,948.068,5109.632,18.77,134.431,473.068,44.603,399.093,340.3238,5622.071,1157.64,540.85,115.661,512.439,418.085,51.203,5622.071,973.788,5487.64
68a9cd4737bac44f68cbce68,C_7569,alive,2010,400.597,921.098,107.538,209.804,70.029,30.111,82.686,1577.5978,1166.471,1479.697,308.422,102.266,245.373,172.961,-99.061,1166.471,725.432,956.667
68a9cd4637bac44f68cac412,C_138,alive,2000,159.359,276.805,23.99,55.128,82.015,14.9,45.645,133.5701,354.485,373.804,143.81,31.138,77.68,64.037,97.558,354.485,227.006,299.357
68a9cd4637bac44f68cae21f,C_782,alive,2016,14.504,13.097,0.443,3.276,8.686,1.474,3.299,14.9465,20.128,16.577,0.0,2.833,7.031,1.522,12.287,20.128,1.522,16.852
68a9cd4637bac44f68cb5e67,C_4272,alive,2000,343.242,33.694,22.12,-10.135,7.781,-27.651,21.118,359.4599,134.612,498.778,175.0,-32.255,100.918,31.794,-50.696,134.612,206.794,144.747
68a9cd4637bac44f68cb3c03,C_3236,failed,2003,113.649,146.399,4.267,19.638,62.156,7.136,41.672,72.228,224.487,146.53,30.0,15.371,78.088,24.518,60.233,224.487,56.476,204.849
68a9cd4637bac44f68cb08e7,C_1631,alive,2005,0.587,3.133,0.128,-0.305,0.19,-0.576,0.109,18.9453,3.564,1.619,0.858,-0.433,0.431,1.411,-20.058,3.564,2.337,3.869
68a9cd4637bac44f68cb3ed7,C_3320,alive,2018,228.063,144.815,22.621,66.123,22.99,21.524,50.51,2495.0507,420.494,440.985,67.0,43.502,275.679,75.27,-64.031,420.494,163.396,354.371
68a9cd4637bac44f68cb9065,C_5741,alive,2006,42.319,198.343,29.615,46.91,7.237,0.856,13.399,155.8898,279.327,339.004,175.823,17.295,80.984,40.255,24.754,279.327,247.364,232.417
68a9cd4637bac44f68cbbe7c,C_7092,alive,2009,31.94,38.61,3.273,-23.099,0.0,-26.165,0.0,117.2772,15.511,42.454,0.0,-26.372,-23.099,13.876,-202.21,15.511,24.947,38.61
68a9cd4737bac44f68cbc265,C_7198,alive,2006,14.735,1.184,0.888,0.788,0.0,-0.512,0.326,204.7552,3.203,19.986,0.0,-0.1,2.019,0.532,-2.57,3.203,0.571,2.415
68a9cd4737bac44f68cbcd4a,C_7533,alive,2010,4.078,7.331,1.314,-5.63,0.555,-6.683,0.442,32.3573,1.701,11.535,0.0,-6.944,-5.63,3.658,-378.726,1.701,3.658,7.331
68a9cd4737bac44f68cbd006,C_7619,alive,2005,42.118,2.502,4.564,-27.676,0.754,-29.16,0.539,302.3719,4.15,73.017,0.044,-32.24,1.648,8.914,-49.776,4.15,13.244,31.826
68a9cd4637bac44f68cb6fc5,C_4813,alive,1999,2.45,0.839,0.733,-5.449,1.717,-6.972,0.298,7.1216,2.855,5.622,2.25,-6.182,2.016,1.242,-27.845,2.855,3.492,8.304
68a9cd4637bac44f68cb8fe1,C_5727,alive,1999,125.307,242.735,7.753,-23.456,0.0,-48.235,67.1,242.6918,276.471,280.631,177.867,-31.209,33.736,96.857,-72.435,276.471,274.724,299.927
68a9cd4637bac44f68cb3c7e,C_3247,alive,2009,0.093,0.172,0.053,-2.478,0.019,-2.674,0.035,1.1118,0.591,0.192,0.0,-2.531,0.419,0.915,-80.726,0.591,1.072,3.069
68a9cd4637bac44f68cb7133,C_4848,alive,2013,288.52,587.588,48.447,173.895,96.821,88.678,125.682,1440.9671,812.524,895.321,41.172,125.448,224.936,81.933,704.284,812.524,212.628,638.629
68a9cd4637bac44f68cb8ede,C_5696,alive,1999,35.18,193.828,4.376,-6.922,0.0,-13.015,30.695,9.23,214.64,71.212,22.103,-11.298,20.812,30.673,-13.535,214.64,53.416,221.562
68a9cd4637bac44f68cb6571,C_4479,failed,2008,24.607,45.587,1.084,5.19,10.662,1.496,12.92,12.499,70.559,39.461,5.149,4.106,24.972,14.763,-19.886,70.559,20.877,65.369
68a9cd4637bac44f68cb6cc4,C_4726,alive,2003,30.09,25.141,0.331,-24.104,0.0,-24.28,0.003,443.9788,1.037,32.715,0.711,-24.435,-24.104,7.029,-96.858,1.037,8.412,25.141
68a9cd4737bac44f68cbc4ab,C_7264,alive,2008,423.434,312.202,25.254,326.859,144.114,133.126,96.196,1663.6122,713.711,2255.821,1357.23,301.605,401.509,88.502,288.19,713.711,1601.921,386.852
68a9cd4637bac44f68cb5317,C_3940,alive,2002,355.639,315.023,14.23,110.771,121.823,58.907,86.351,943.6133,663.949,482.526,0.0,96.541,348.926,114.462,315.282,663.949,138.061,553.178
68a9cd4637bac44f68cb7c64,C_5156,alive,2000,562.8,772.8,409.6,60.7,25.1,-477.3,354.0,8568.1826,1396.7,7365.6,2732.2,-348.9,623.9,846.4,-999.7,1396.7,3609.5,1336.0
68a9cd4637bac44f68caf7d3,C_1236,alive,2002,0.856,5.082,0.274,-8.627,0.151,-13.688,0.629,5.0437,7.408,1.18,0.0,-8.901,2.326,21.607,-100.449,7.408,21.607,16.035
68a9cd4637bac44f68cbb3e1,C_6798,alive,2013,281.369,163.076,35.414,203.196,0.0,101.879,155.795,1561.7937,573.121,817.775,140.0,167.782,410.045,138.175,43.008,573.121,312.878,369.925
68a9cd4637bac44f68cbbcf4,C_7050,alive,2006,4.045,0.414,0.159,1.735,0.274,1.255,0.207,21.1989,4.378,4.948,0.0,1.576,3.964,0.363,-4.429,4.378,0.363,2.643
68a9cd4637bac44f68cad5db,C_515,alive,2001,14.304,22.09,2.645,-4.231,9.437,-7.139,4.521,28.188,28.736,27.772,0.0,-6.876,6.646,3.913,0.552,28.736,4.0,32.967
68a9cd4637bac44f68cb5eb6,C_4277,alive,2012,579.218,130.55,28.63,86.48,20.16,73.136,66.135,1043.536,484.538,825.163,0.0,57.85,353.988,74.007,1692.224,484.538,90.886,398.058
68a9cd4637bac44f68cad9bf,C_595,alive,2000,3.419,18.81,0.681,2.001,1.382,1.364,0.569,7.6601,24.7,11.209,1.295,1.32,5.89,2.136,6.565,24.7,3.542,22.699
68a9cd4637bac44f68cb324f,C_2877,alive,2016,77.37,172.616,22.528,21.102,44.381,-39.647,7.299,250.0079,221.29,298.85,89.445,-1.426,48.674,137.829,-832.951,221.29,419.611,200.188
68a9cd4737bac44f68cbd63d,C_7832,alive,2007,70.813,132.683,0.498,21.412,56.686,18.126,5.148,220.2673,187.131,72.401,0.0,20.914,54.448,39.733,-3.432,187.131,39.733,165.719
68a9cd4637bac44f68cb8c4b,C_5621,alive,2002,0.115,0.033,0.305,-1.367,0.0,-1.714,0.068,0.9827,0.615,0.374,0.0,-1.672,0.582,2.629,-22.615,0.615,2.629,1.982
68a9cd4637bac44f68cb481a,C_3577,alive,2016,386.457,544.918,32.787,185.547,125.694,97.961,8.21,1028.3765,974.873,579.847,0.0,152.76,429.955,98.616,290.655,974.873,149.308,789.326
68a9cd4637bac44f68cae684,C_883,alive,1999,750.448,1121.548,95.991,268.124,434.462,39.116,231.287,932.077,1902.916,2043.648,717.852,172.133,781.368,376.866,435.82,1902.916,1245.012,1634.792
68a9cd4637bac44f68cb8cfc,C_5651,alive,2003,4.517,1.311,0.141,-1.201,0.519,-1.511,1.065,21.5495,5.715,5.764,0.48,-1.342,4.404,0.845,-5.073,5.715,1.66,6.916
68a9cd4637bac44f68caed95,C_1027,alive,2003,0.525,0.966,0.633,1.419,0.0,0.43,0.4,13.1068,2.915,8.172,1.256,0.786,1.949,0.541,0.896,2.915,2.737,1.496
68a9cd4637bac44f68caf820,C_1242,alive,2003,1790.0,3285.1,422.6,658.2,552.8,94.8,461.3,6924.19,4142.7,7272.9,1703.9,235.6,857.6,1015.3,861.1,4142.7,4138.9,3484.5
68a9cd4637bac44f68cb5bd1,C_4194,alive,1999,2696.805,6611.639,134.105,729.775,191.87,427.944,646.339,23008.5474,8645.561,3954.688,2.998,595.67,2033.922,1809.71,1408.844,8645.561,1937.57,7915.786
68a9cd4737bac44f68cbc245,C_7195,alive,2006,9.799,25.862,0.014,-25.568,0.0,-24.873,0.0,31.6504,0.294,9.902,0.029,-25.582,-25.568,3.513,-98.438,0.294,3.542,25.862
68a9cd4637bac44f68cb6e86,C_4779,alive,1999,65.66,55.888,4.769,6.784,29.12,-6.788,31.549,182.5122,126.198,102.214,6.6,2.015,70.31,35.28,8.909,126.198,42.207,119.414
68a9cd4637bac44f68cb82c0,C_5339,alive,2003,38.249,44.422,3.877,34.996,14.069,20.817,1.449,595.782,200.013,65.127,0.0,31.119,155.591,19.919,30.165,200.013,20.756,165.017
68a9cd4637bac44f68cb8d7d,C_5661,alive,2006,153.51,161.925,6.055,60.03,0.0,50.916,45.653,1096.522,270.229,197.689,0.0,53.975,108.304,47.947,82.978,270.229,47.947,210.199
68a9cd4737bac44f68cbcd58,C_7536,alive,2013,96.299,0.816,0.437,-51.069,3.0,-69.417,6.181,802.2273,16.872,108.726,50.041,-51.506,16.056,30.115,-205.778,16.872,80.156,67.941
68a9cd4637bac44f68cabf5c,C_44,alive,2002,52.573,39.162,2.802,5.909,16.224,2.685,12.184,42.4192,67.74,73.363,0.0,3.107,28.578,11.021,53.807,67.74,17.057,61.831
68a9cd4637bac44f68cb6136,C_4350,alive,2001,57.043,169.527,8.19,21.302,16.774,4.089,35.056,42.2096,203.323,125.271,12.182,13.112,33.796,53.332,5.283,203.323,69.433,182.021
68a9cd4637bac44f68cb138a,C_1874,alive,2011,14.026,68.357,0.373,-11.096,5.077,-7.857,7.47,5.6223,84.818,16.185,0.0,-11.469,16.461,24.655,-145.769,84.818,29.616,95.914
68a9cd4737bac44f68cbcc9f,C_7509,alive,2010,74.239,115.973,10.719,-11.324,17.046,-49.763,24.147,91.4711,191.677,89.697,0.0,-22.043,75.704,23.698,-261.755,191.677,24.176,203.001
68a9cd4637bac44f68cb37c0,C_3080,alive,2000,19.014,18.237,1.173,-10.567,0.0,-10.77,0.795,10.8675,17.682,21.359,0.081,-11.74,-0.555,3.584,-17.298,17.682,7.892,28.249
68a9cd4637bac44f68cafaba,C_1299,alive,2009,40.318,63.379,3.018,1.937,15.976,-11.11,20.92,26.4152,94.093,85.592,0.0,-1.081,30.714,50.399,-11.159,94.093,51.427,92.156
68a9cd4637bac44f68caf190,C_1112,alive,2007,3.971,1.652,0.066,0.384,0.0,0.37,0.737,18.5425,4.989,6.103,0.151,0.318,3.337,3.927,-26.34,4.989,4.144,4.605
68a9cd4637bac44f68cbb578,C_6835,alive,2009,58.725,186.164,1.312,0.704,6.764,-1.213,19.389,27.4155,208.489,94.396,0.0,-0.608,22.325,7.776,66.864,208.489,7.776,207.785
68a9cd4637bac44f68cb6838,C_4566,alive,2006,193.987,103.584,14.322,125.884,10.224,58.704,113.496,2188.5096,351.798,623.865,50.2,111.562,248.214,252.546,226.033,351.798,368.974,225.914
68a9cd4637bac44f68cb8e85,C_5687,alive,2013,74.209,155.774,0.867,29.085,35.727,17.972,1.761,270.7479,233.391,78.375,0.0,28.218,77.617,8.093,68.61,233.391,8.158,204.306
68a9cd4637bac44f68cbbe20,C_7084,failed,2004,1054.602,3011.596,270.159,476.961,323.609,175.387,193.784,5241.6734,3631.582,6178.592,1405.986,206.802,619.986,774.144,290.35,3631.582,4452.091,3154.621
68a9cd4637bac44f68cad46a,C_485,alive,2006,37.304,22.658,2.749,-7.058,11.462,-12.371,3.489,139.8058,32.27,58.1,0.0,-9.807,9.612,9.083,-38.588,32.27,35.501,39.328
68a9cd4737bac44f68cbcc1f,C_7495,alive,2009,127.253,256.674,22.252,61.406,62.301,21.784,41.269,288.8704,365.943,438.345,72.087,39.154,109.269,56.798,4.29,365.943,155.875,304.537
68a9cd4637bac44f68cb119e,C_1825,alive,2008,43242.0,9726.0,1872.0,25877.0,985.0,17681.0,13589.0,251744.01,60420.0,72793.0,1.0,24005.0,50694.0,29886.0,-26563.0,60420.0,36507.0,34543.0
68a9cd4637bac44f68cb3cbc,C_3254,alive,2004,1071.929,883.32,298.426,344.357,346.589,-2.434,277.283,1873.4699,1649.722,2323.523,323.95,45.931,766.402,613.689,-170.117,1649.722,1211.927,1305.365
68a9cd4637bac44f68cb1ef9,C_2180,alive,2015,13.251,9.985,1.308,-13.101,4.598,-14.852,5.133,34.4267,16.042,50.757,0.0,-14.409,6.057,7.946,-137.679,16.042,15.855,29.143
68a9cd4637bac44f68cbb075,C_6684,alive,2012,34.712,14.468,1.972,-0.375,5.207,-4.004,6.927,65.9102,27.459,167.795,0.0,-2.347,12.991,23.428,-72.877,27.459,33.865,27.834
68a9cd4637bac44f68cb4712,C_3552,alive,1999,217.665,681.441,13.468,124.0,83.988,45.873,105.608,292.8475,936.55,855.483,397.062,110.532,255.109,157.094,179.815,936.55,578.193,812.55
68a9cd4637bac44f68cba6cc,C_6403,alive,2016,1827.766,1862.632,66.083,436.601,700.515,243.493,346.035,3808.204,3577.196,2393.67,67.159,370.518,1714.564,621.73,1184.441,3577.196,708.156,3140.595
68a9cd4637bac44f68cb9044,C_5738,alive,2003,58.577,198.036,11.225,125.208,0.0,71.863,33.623,1224.7965,386.104,267.272,222.823,113.983,188.068,100.85,306.121,386.104,385.459,260.896
68a9cd4737bac44f68cbdbeb,C_8060,alive,2012,481.912,841.386,7.071,53.085,276.599,29.853,102.014,659.6015,1013.874,589.103,19.417,46.014,172.488,220.508,196.575,1013.874,250.752,960.789
68a9cd4637bac44f68cb04dc,C_1542,alive,2000,2322.479,1447.514,116.209,1116.928,428.255,730.796,802.546,23062.3395,3387.435,3073.067,2.85,1000.719,1939.921,412.345,2308.039,3387.435,445.483,2270.507
68a9cd4637bac44f68cb8a8a,C_5563,alive,2008,17.044,35.951,1.469,-14.693,0.0,-23.953,4.971,46.7851,21.258,25.536,2.001,-16.162,-14.693,7.288,-250.31,21.258,9.804,35.951
68a9cd4737bac44f68cbe1ba,C_8275,alive,2010,14.405,4.84,0.054,-2.692,2.297,-1.783,8.463,23.7182,6.269,18.093,0.0,-2.746,1.429,13.545,-17.867,6.269,13.545,8.961
68a9cd4737bac44f68cbd673,C_7842,alive,2017,0.544,0.904,0.254,-1.053,0.0,-1.065,0.266,5.7795,1.898,1.571,0.0,-1.307,0.994,0.164,-11.497,1.898,0.164,2.951
68a9cd4737bac44f68cbf03f,C_8952,alive,2016,27.381,2.18,0.772,-15.353,1.87,-17.876,0.344,17.6686,2.1,34.272,1.065,-16.125,-0.08,1.861,-122.136,2.1,16.235,17.453
68a9cd4637bac44f68cb033a,C_1501,alive,2011,74.638,146.853,2.632,11.438,43.063,5.797,26.582,64.968,170.575,98.916,8.65,8.806,23.722,18.294,74.198,170.575,30.297,159.137
68a9cd4637bac44f68cbb7f4,C_6904,alive,2009,66.746,125.29,2.667,-0.214,13.078,-3.198,27.496,46.7832,148.722,76.67,0.047,-2.881,23.432,22.583,-140.77,148.722,25.1,148.936
68a9cd4737bac44f68cbe583,C_8430,alive,2010,55.367,28.768,0.325,8.98,5.887,7.077,22.676,86.4136,43.535,82.763,0.0,8.655,14.767,18.254,15.201,43.535,18.442,34.555
68a9cd4637bac44f68cb61f5,C_4367,alive,2006,117.112,53.134,104.724,68.405,25.034,-47.654,45.636,402.5255,209.738,408.677,244.62,-36.319,156.604,143.018,-500.998,209.738,448.077,141.333
68a9cd4637bac44f68cb13ac,C_1878,alive,2006,3550.633,3468.476,213.769,1876.05,287.798,1043.153,2244.415,18184.9244,6185.577,5532.15,870.0,1662.281,2717.101,1595.677,5253.967,6185.577,2775.413,4309.527
68a9cd4637bac44f68cb76b9,C_4994,alive,2004,7.442,5.255,0.257,-4.813,0.0,-4.913,0.524,150.6928,0.442,9.96,0.003,-5.07,-4.813,1.124,-26.59,0.442,1.127,5.255
68a9cd4637bac44f68caef71,C_1066,alive,1999,30.656,79.84,1.733,4.149,14.242,1.852,11.488,28.6748,118.454,41.966,0.0,2.416,38.614,12.148,8.449,118.454,14.516,114.305
68a9cd4637bac44f68cba43c,C_6330,alive,2008,528.728,367.528,23.524,70.126,131.519,30.117,85.35,728.792,646.994,984.939,0.396,46.602,279.466,75.935,248.647,646.994,98.241,576.868
68a9cd4637bac44f68cb83f6,C_5372,alive,2003,18.212,21.018,6.826,2.311,4.05,-17.66,7.057,86.0148,37.371,54.48,8.147,-4.515,16.353,12.325,-42.077,37.371,20.472,35.06
68a9cd4637bac44f68cb7e77,C_5221,failed,2001,13.547,7.467,1.264,-31.251,4.621,-32.2,4.338,141.6766,9.82,17.691,0.0,-32.515,2.353,7.305,-104.732,9.82,7.305,41.071
68a9cd4637bac44f68cad8c7,C_568,alive,2000,505.8,815.2,37.8,85.1,451.0,-13.6,0.0,89.5804,1483.3,742.2,240.0,47.3,668.1,223.5,187.8,1483.3,493.4,1398.2
68a9cd4637bac44f68cb3dc9,C_3290,alive,2003,3107.0,8444.0,363.0,211.0,1283.0,-463.0,1219.0,3630.2783,9328.0,7838.0,1890.0,-152.0,884.0,2130.0,-1922.0,9328.0,6745.0,9117.0
68a9cd4637bac44f68cb590b,C_4118,alive,2018,24.899,40.246,0.0,-36.74,0.0,-36.367,1.532,62.0183,3.506,24.899,0.0,-36.74,-36.74,13.093,-93.649,3.506,13.093,40.246
68a9cd4637bac44f68caef33,C_1059,alive,2009,47.904,98.058,12.589,17.537,31.785,4.733,12.87,77.3273,132.195,176.998,12.097,4.948,34.137,19.228,93.156,132.195,73.782,114.658
68a9cd4637bac44f68cba228,C_6271,alive,2014,0.29,0.026,0.04,-1.126,0.083,-1.926,0.01,5.1434,0.055,0.646,0.0,-1.166,0.029,4.997,-25.842,0.055,4.997,1.181
68a9cd4737bac44f68cbd992,C_7978,alive,2013,9.542,4.987,0.284,-5.767,1.088,3.735,2.327,30.7632,13.668,20.791,0.004,-6.051,8.681,7.572,-137.079,13.668,8.728,19.435
68a9cd4637bac44f68cb266d,C_2378,alive,1999,35.657,269.714,30.963,105.325,7.895,44.372,6.458,763.1455,440.745,325.168,51.567,74.362,171.031,42.023,120.236,440.745,101.592,335.42
68a9cd4637bac44f68cae857,C_917,alive,2005,0.563,0.65,0.028,-2.838,0.112,-3.256,0.141,22.4983,1.08,0.933,3.709,-2.866,0.43,1.811,-158.332,1.08,5.52,3.918
68a9cd4637bac44f68caedd3,C_1031,alive,2015,8596.0,8310.0,2667.0,5623.0,2340.0,2899.0,2507.0,17049.99,16192.0,24143.0,6252.0,2956.0,7882.0,3905.0,5601.0,16192.0,10855.0,10569.0
68a9cd4637bac44f68cafaf1,C_1302,alive,2013,2062.295,2413.842,86.743,572.14,613.644,291.66,873.946,5740.0681,4376.353,4378.365,1345.965,485.397,1962.511,937.086,676.809,4376.353,2799.771,3804.213
68a9cd4637bac44f68cba67a,C_6395,alive,2000,76.534,40.893,24.676,-95.913,0.456,-118.5,5.901,31.8788,30.617,170.171,29.665,-120.589,-10.276,54.707,-160.478,30.617,84.372,126.53
68a9cd4737bac44f68cbe592,C_8432,alive,2010,24.887,30.871,1.818,13.755,0.61,8.412,2.466,28.2445,48.568,55.113,0.0,11.937,17.697,1.7,41.662,48.568,1.7,34.813
68a9cd4637bac44f68cb39f3,C_3153,alive,2010,62.743,716.212,42.093,39.761,9.071,-34.915,14.931,156.3336,830.109,422.741,117.164,-2.332,113.897,76.456,12.687,830.109,244.507,790.348
68a9cd4637bac44f68caef1c,C_1057,alive,2006,1548.233,1706.559,212.1,548.198,347.312,236.091,660.665,5756.571,2861.289,2974.42,8.815,336.098,1154.73,594.812,2571.602,2861.289,691.669,2313.091
68a9cd4737bac44f68cbd6e2,C_7866,alive,2013,49.161,20.639,0.389,-20.26,0.063,-25.848,0.0,596.791,0.379,50.186,0.005,-20.649,-20.26,1.893,-92.213,0.379,1.902,20.639
68a9cd4637bac44f68caeef8,C_1054,alive,1999,429.555,782.419,39.36,138.398,168.597,65.403,182.724,735.1826,1139.269,931.107,211.112,99.038,356.85,175.477,483.893,1139.269,450.865,1000.871
68a9cd4637bac44f68cad5c2,C_513,alive,2004,1279.066,1784.004,247.382,785.865,338.603,310.488,738.266,9047.4505,4184.933,3716.174,645.445,538.483,2400.929,939.547,1658.117,4184.933,2153.655,3399.068
68a9cd4637bac44f68cb25d7,C_2364,alive,2014,0.102,0.382,0.114,-3.412,0.0,-5.334,0.003,15.8588,0.182,0.386,0.055,-3.526,-0.2,6.687,-46.985,0.182,6.742,3.594
68a9cd4737bac44f68cbd1e7,C_7682,alive,2011,272.291,237.743,50.063,143.143,8.377,82.109,13.389,2064.4883,817.009,555.9,0.0,93.08,579.266,93.806,261.511,817.009,105.807,673.866
68a9cd4637bac44f68cbbb12,C_6999,alive,2007,92.821,37.071,21.737,-19.412,0.0,-30.54,5.732,260.2438,34.565,261.75,132.685,-41.149,-2.506,29.405,-169.077,34.565,166.481,53.977
68a9cd4637bac44f68cb5580,C_4009,alive,2007,332.886,618.198,40.5,106.601,182.942,-2.307,93.333,230.7096,816.367,899.112,495.099,66.101,198.169,181.425,-103.166,816.367,805.997,709.766
68a9cd4637bac44f68cb392e,C_3133,alive,2000,5.878,9.223,0.577,-0.236,2.243,2.155,2.578,6.1903,14.343,37.018,13.073,-0.813,5.12,3.656,9.153,14.343,17.131,14.579
68a9cd4637bac44f68cb8ff1,C_5730,alive,2007,12.6,21.802,2.583,13.948,1.377,6.839,6.651,187.002,48.923,61.869,1.901,11.365,27.121,14.984,30.935,48.923,19.583,34.975
68a9cd4637bac44f68cb4b55,C_3661,alive,2000,17.132,12.599,2.885,3.339,2.779,-2.383,6.726,60.654,35.125,110.826,51.889,0.454,22.526,14.155,-11.94,35.125,68.497,31.786
68a9cd4637bac44f68cac587,C_172,alive,2001,23187.0,38125.0,13657.0,29065.0,1968.0,389.0,14254.0,128923.9984,67190.0,170795.0,45657.0,15408.0,29065.0,38020.0,9517.0,67190.0,116107.0,38125.0
68a9cd4737bac44f68cbd485,C_7768,alive,2011,119.164,167.459,3.776,15.829,36.874,9.647,70.166,28.0459,215.779,135.22,0.0,12.053,48.32,84.506,46.777,215.779,84.896,199.95
68a9cd4637bac44f68cb687a,C_4571,alive,1999,110.857,33.372,4.536,4.539,0.0,-8.49,23.632,62.671,104.272,134.169,0.0,0.003,70.9,39.234,-16.299,104.272,39.539,99.733
68a9cd4637bac44f68cbba8f,C_6983,alive,2014,798.123,1035.679,103.736,158.101,145.187,14.693,312.867,627.5879,1325.717,1601.289,374.642,54.365,290.038,496.012,128.672,1325.717,885.825,1167.616
68a9cd4637bac44f68cac474,C_146,alive,2011,175.74,196.575,9.291,65.516,18.637,38.765,34.433,1182.3896,291.867,271.717,0.023,56.225,95.292,30.913,180.132,291.867,39.708,226.351
68a9cd4737bac44f68cbd4a8,C_7775,alive,2006,33.591,15.297,1.656,-8.343,7.297,-10.499,7.041,86.7894,24.369,45.892,0.0,-9.999,9.072,2.306,-39.568,24.369,2.306,32.712
68a9cd4637bac44f68cb37cb,C_3081,alive,2016,772.332,334.684,7.4,-255.328,0.0,-245.58,13.286,1949.1466,79.356,1349.464,0.0,-262.728,-255.328,114.892,-834.079,79.356,271.763,334.684
68a9cd4637bac44f68cb7f88,C_5249,alive,2004,39.466,206.487,1.89,17.343,0.0,12.833,27.355,177.8143,287.856,102.072,10.0,15.453,81.369,22.762,-6.113,287.856,32.762,270.513
68a9cd4637bac44f68cb2cae,C_2614,alive,2005,60.253,73.798,13.085,9.103,0.0,-5.072,29.152,360.6482,149.319,440.393,150.0,-3.982,75.521,24.691,190.309,149.319,230.772,140.216
68a9cd4637bac44f68cb51e8,C_3901,alive,2002,117.407,31.699,2.736,-24.692,0.0,-27.932,0.1,69.7158,7.007,129.426,2.317,-27.428,-24.692,10.799,-89.448,7.007,15.119,31.699
68a9cd4637bac44f68cb59ca,C_4142,alive,1999,17.666,7.014,9.906,15.801,0.0,-0.206,4.605,50.4699,27.126,105.395,43.41,5.895,20.112,14.024,-29.104,27.126,63.032,11.325
68a9cd4637bac44f68cb0c1d,C_1695,alive,2003,10.813,14.842,0.985,2.377,3.803,0.61,5.785,11.9192,24.906,19.5,3.411,1.392,10.064,5.03,9.236,24.906,8.668,22.529
68a9cd4637bac44f68cad8af,C_566,alive,2001,1602.0,6095.0,983.0,2380.0,349.0,796.0,780.0,9918.1656,8475.0,17463.0,4858.0,1397.0,2380.0,3639.0,3199.0,8475.0,11222.0,6095.0
68a9cd4637bac44f68cadcb0,C_666,alive,2000,13.789,8.699,0.319,7.829,3.432,4.882,1.864,31.59,24.007,18.44,0.0,7.51,15.308,3.526,19.825,24.007,3.526,16.178
68a9cd4637bac44f68caefef,C_1078,alive,2013,234.91,563.757,37.272,90.444,106.524,26.002,112.459,709.0618,825.21,469.457,44.347,53.172,261.453,150.583,-51.082,825.21,233.95,734.766
68a9cd4737bac44f68cbca23,C_7431,alive,2009,21.198,3.56,1.004,9.908,0.616,7.742,0.453,89.3625,15.332,34.342,0.0,8.904,11.772,10.439,19.173,15.332,10.439,5.424
